Data taking started at   1664294842.0286 seconds (2022-09-27 12:07:22.028607)
Event     Delta Time     Absolute Time   min[V]   max[V]   Delay[us]   pulse size
 1867     31882.3564   1664326724.3850  -0.0840   0.0032      8.2960      27.6328
 1868     31912.0244   1664326754.0530  -0.1216   0.0032     11.1940      27.4448
 1869     31935.0146   1664326777.0432  -0.1600   0.0040      1.3680      27.4016
 1870     31957.7903   1664326799.8189  -0.1600   0.0032      2.3220      27.5496
 1871     31967.0055   1664326809.0341  -0.1128   0.0032      3.4300      28.4728
 1872     31973.9877   1664326816.0163  -0.1248   0.0032      1.4620      27.9032
 1873     31987.8497   1664326829.8783  -0.0848   0.0032      2.4960      28.4160
 1874     31994.2289   1664326836.2575  -0.1000   0.0032      0.8680      27.7720
 1875     32019.0370   1664326861.0656  -0.0984   0.0032      0.9140      28.3248
 1876     32030.2489   1664326872.2775  -0.1416   0.0032      3.4620      27.3056
 1877     32045.3264   1664326887.3550  -0.1240   0.0032      0.9360      27.1224
 1878     32053.9163   1664326895.9449  -0.1200   0.0032      0.8440      27.0784
 1879     32057.6450   1664326899.6736  -0.0792   0.0032      2.3200      27.9136
 1880     32131.5193   1664326973.5479  -0.0816   0.0032      6.5980      28.4224
 1881     32134.6185   1664326976.6471  -0.1568   0.0032      1.0060      27.2416
 1882     32151.3044   1664326993.3330  -0.1600   0.0032      1.0020      27.0680
 1883     32152.1945   1664326994.2232  -0.1544   0.0032      1.4780      27.7184
 1884     32161.6143   1664327003.6429  -0.1600   0.0040      1.1080      27.4200
 1885     32163.9278   1664327005.9564  -0.1600   0.0048      0.5580      28.7904
 1886     32177.9883   1664327020.0169  -0.0752   0.0032      0.9180      28.1048
 1887     32181.9205   1664327023.9491  -0.1104   0.0032      2.5840      26.5248
 1888     32189.4923   1664327031.5209  -0.1304   0.0032      2.7860      28.0488
 1889     32239.8550   1664327081.8836  -0.1336   0.0032      3.3280      28.1864
 1890     32244.7957   1664327086.8243  -0.0504   0.0032      7.7300      28.5224
 1891     32264.3276   1664327106.3562  -0.0696   0.0032      1.6840      28.2000
 1892     32272.3109   1664327114.3396  -0.1360   0.0032     14.2940      26.1840
 1893     32282.9262   1664327124.9548  -0.1456   0.0032      2.2160      27.0312
 1894     32285.8416   1664327127.8702  -0.1064   0.0032      1.3680      27.4720
 1895     32328.6798   1664327170.7084  -0.1024   0.0032      2.9220      28.4144
 1896     32329.1198   1664327171.1484  -0.1224   0.0032      8.2320      28.0984
 1897     32337.7130   1664327179.7416  -0.1600   0.0032      1.0140      28.0400
 1898     32367.5904   1664327209.6190  -0.1600   0.0040      0.7660      27.4592
 1899     32395.2264   1664327237.2550  -0.1600   0.0032      2.9500      27.6856
 1900     32399.9648   1664327241.9934  -0.1288   0.0032      2.5000      28.5792
 1901     32404.2964   1664327246.3250  -0.1520   0.0032      0.8880      28.4168
 1902     32428.1138   1664327270.1424  -0.1600   0.0032      0.8620      27.3784
 1903     32435.0662   1664327277.0948  -0.1600   0.0032      4.8480      27.0880
 1904     32453.3930   1664327295.4216  -0.1088   0.0032      3.7860      27.1952
 1905     32457.5411   1664327299.5697  -0.0800   0.0032      3.4040      28.0816
 1906     32461.8864   1664327303.9150  -0.0376   0.0032      2.6800      28.2928
 1907     32462.1569   1664327304.1855  -0.1160   0.0032      2.2660      27.4584
 1908     32468.3138   1664327310.3424  -0.0672   0.0032      5.1680      28.7752
 1909     32476.2875   1664327318.3161  -0.1600   0.0032      3.4480      28.2800
 1910     32481.0351   1664327323.0637  -0.1600   0.0040      6.7360      27.9568
 1911     32501.3730   1664327343.4016  -0.1128   0.0032      1.8920      27.5664
 1912     32513.6110   1664327355.6396  -0.1472   0.0032      1.6120      27.6544
 1913     32521.4079   1664327363.4365  -0.0624   0.0032      1.0780      29.1168
 1914     32528.9911   1664327371.0197  -0.1600   0.0032      1.6140      27.7704
 1915     32574.8787   1664327416.9073  -0.1544   0.0032      2.7880      27.4704
 1916     32577.7801   1664327419.8087  -0.1600   0.0032      7.7560      27.2984
 1917     32583.3505   1664327425.3791  -0.1600   0.0032      1.0620      27.5264
 1918     32589.6872   1664327431.7158  -0.0408   0.0032      4.5260      28.3800
 1919     32590.5768   1664327432.6054  -0.1272   0.0032      1.7320      27.6552
 1920     32594.9150   1664327436.9436  -0.1496   0.0032      1.4140      27.4904
 1921     32615.8577   1664327457.8863  -0.1600   0.0040      1.2880      26.8504
 1922     32629.9102   1664327471.9388  -0.1248   0.0032      2.2540      27.1224
 1923     32648.2423   1664327490.2709  -0.1216   0.0032      0.7120      27.8304
 1924     32687.6491   1664327529.6777  -0.1312   0.0032      1.0240      27.1856
 1925     32694.6282   1664327536.6568  -0.1600   0.0032      3.8800      26.8248
 1926     32749.2427   1664327591.2713  -0.1000   0.0032      3.3340      27.9080
 1927     32755.0018   1664327597.0304  -0.1600   0.0040      3.1440      27.9352
 1928     32782.6398   1664327624.6684  -0.1600   0.0080      0.6740      36.9656
 1929     32795.8905   1664327637.9191  -0.1520   0.0032      0.7900      27.2640
 1930     32846.8519   1664327688.8805  -0.1600   0.0032      1.2640      27.6624
 1931     32850.3606   1664327692.3892  -0.1136   0.0032      4.8540      28.3504
 1932     32868.8895   1664327710.9181  -0.1032   0.0032      2.1160      27.4152
 1933     32869.9796   1664327712.0082  -0.1552   0.0032      2.7860      26.7984
 1934     32872.5184   1664327714.5470  -0.1176   0.0032      1.1660      26.5648
 1935     32894.2943   1664327736.3229  -0.1160   0.0032      1.0400      28.2464
 1936     32914.4370   1664327756.4656  -0.0976   0.0032      8.0360      27.1296
 1937     32919.3816   1664327761.4102  -0.1104   0.0032      5.3600      27.7640
 1938     32935.8609   1664327777.8895  -0.0576   0.0032      7.6920      28.2880
 1939     32945.8631   1664327787.8917  -0.1544   0.0032      1.2560      26.5344
 1940     32954.8591   1664327796.8877  -0.1192   0.0032      4.3500      27.4288
 1941     32969.9373   1664327811.9659  -0.1600   0.0032      0.6360      27.7736
 1942     32989.8968   1664327831.9254  -0.1072   0.0032      3.6360      27.9504
 1943     33005.3846   1664327847.4132  -0.0808   0.0032      1.9560      28.2440
 1944     33018.0177   1664327860.0463  -0.1584   0.0032      1.0680      26.7696
 1945     33037.1695   1664327879.1982  -0.1600   0.0032      2.1420      26.8096
 1946     33043.5172   1664327885.5459  -0.1600   0.0032      6.2920      27.4432
 1947     33069.5477   1664327911.5763  -0.1304   0.0032      6.3260      28.1496
 1948     33082.5873   1664327924.6159  -0.1528   0.0032      0.7240      27.8360
 1949     33083.2769   1664327925.3055  -0.1104   0.0032      2.1500      28.0480
 1950     33107.6707   1664327949.6994  -0.1480   0.0032      1.8020      27.8312
 1951     33110.5749   1664327952.6035  -0.1600   0.0032      6.7520      28.1048
 1952     33114.7099   1664327956.7385  -0.1576   0.0032      0.8360      27.5952
 1953     33143.5826   1664327985.6112  -0.1456   0.0032      2.7660      26.9816
 1954     33145.4623   1664327987.4909  -0.0672   0.0032      0.6080      27.3768
 1955     33167.6413   1664328009.6700  -0.1432   0.0032      0.6520      27.9112
 1956     33172.7896   1664328014.8182  -0.1600   0.0032      0.6740      27.6536
 1957     33187.6696   1664328029.6982  -0.0528   0.0032      0.8060      28.3136
 1958     33190.5884   1664328032.6171  -0.1376   0.0032      3.2180      27.1200
 1959     33191.8785   1664328033.9071  -0.1456   0.0032      1.0260      26.7328
 1960     33194.7849   1664328036.8135  -0.1600   0.0032      1.8260      26.1064
 1961     33203.5826   1664328045.6112  -0.1600   0.0040      0.5020      26.9568
 1962     33215.6242   1664328057.6528  -0.0728   0.0032      3.9820      28.0008
 1963     33217.7206   1664328059.7492  -0.0976   0.0032     11.2460      27.8280
 1964     33241.7153   1664328083.7440  -0.0720   0.0032      0.6220      27.9072
 1965     33250.5080   1664328092.5367  -0.0976   0.0032      4.5420      27.4808
 1966     33255.4420   1664328097.4707  -0.0976   0.0032      1.0400      27.3944
 1967     33271.5216   1664328113.5502  -0.1488   0.0032      1.8820      27.7096
 1968     33273.2273   1664328115.2559  -0.0600   0.0032      1.8920      28.3512
 1969     33278.3846   1664328120.4132  -0.0928   0.0032      4.7380      27.5384
 1970     33283.1253   1664328125.1539  -0.1600   0.0040      1.6100      26.8296
 1971     33293.5459   1664328135.5745  -0.0928   0.0032      2.1720      27.5040
 1972     33320.1802   1664328162.2089  -0.1064   0.0032      7.8980      28.0352
 1973     33323.6889   1664328165.7175  -0.1216   0.0032      4.7440      27.3928
 1974     33335.7200   1664328177.7486  -0.1096   0.0032      0.5560      27.9096
 1975     33336.8106   1664328178.8392  -0.1600   0.0032      3.3200      27.0096
 1976     33351.6845   1664328193.7131  -0.0560   0.0032      1.0160      28.8248
 1977     33374.4651   1664328216.4937  -0.1600   0.0032      6.7760      26.7792
 1978     33374.7248   1664328216.7534  -0.1600   0.0032      0.7740      28.2480
 1979     33394.8667   1664328236.8953  -0.1448   0.0032      0.6960      26.3584
 1980     33396.1562   1664328238.1848  -0.0664   0.0032      5.3160      28.0312
 1981     33417.1230   1664328259.1516  -0.1328   0.0032     10.2360      27.3776
 1982     33439.1008   1664328281.1294  -0.1072   0.0032      2.7200      27.7328
 1983     33439.9902   1664328282.0188  -0.0912   0.0032      4.8220      28.0496
 1984     33459.5257   1664328301.5543  -0.0728   0.0032      3.3560      28.2024
 1985     33476.4213   1664328318.4500  -0.1600   0.0032      0.8780      27.3984
 1986     33518.2672   1664328360.2958  -0.1600   0.0032      1.9580      27.2800
 1987     33543.0736   1664328385.1022  -0.1600   0.0032      3.5320      26.4832
 1988     33549.8428   1664328391.8714  -0.1600   0.0040      3.8660      26.3248
 1989     33586.2124   1664328428.2410  -0.1552   0.0032      3.2300      26.6824
 1990     33632.7062   1664328474.7348  -0.1600   0.0040      0.5420      26.5176
 1991     33641.4855   1664328483.5141  -0.0808   0.0032      9.3460      28.5000
 1992     33646.2281   1664328488.2567  -0.1216   0.0040      0.7920      27.4032
 1993     33647.3178   1664328489.3464  -0.1128   0.0032      0.9000      27.0288
 1994     33657.7187   1664328499.7473  -0.1600   0.0032      1.3220      26.1608
 1995     33665.9023   1664328507.9309  -0.1144   0.0032      4.5960      27.2912
 1996     33667.3973   1664328509.4259  -0.1224   0.0032      1.3880      27.0304
 1997     33671.3319   1664328513.3605  -0.1496   0.0032      0.8040      27.7864
 1998     33678.7089   1664328520.7375  -0.1168   0.0032      1.0440      28.1144
 1999     33697.0331   1664328539.0618  -0.0584   0.0032      4.9520      28.8096
 2000     33705.2168   1664328547.2454  -0.0432   0.0032      0.8700      27.1752
 2001     33707.3059   1664328549.3345  -0.1600   0.0040      1.2280      26.4296
 2002     33736.5739   1664328578.6025  -0.0752   0.0032      4.6220      28.2480
 2003     33737.0336   1664328579.0623  -0.1504   0.0032      3.2840      27.4600
 2004     33781.9022   1664328623.9308  -0.1536   0.0032      1.6420      26.7360
 2005     33794.3467   1664328636.3754  -0.1600   0.0032      1.4180      26.9456
 2006     33826.4607   1664328668.4893  -0.1600   0.0032      3.6380      27.7696
 2007     33849.8641   1664328691.8927  -0.1304   0.0032      0.8900      26.0856
 2008     33881.3511   1664328723.3797  -0.0944   0.0032      1.4880      27.6848
 2009     33923.1869   1664328765.2155  -0.0848   0.0032      3.2640      28.5160
 2010     33925.0761   1664328767.1047  -0.1600   0.0032      4.1200      27.9520
 2011     33934.0918   1664328776.1204  -0.1600   0.0032      1.4360      27.2536
 2012     33945.5363   1664328787.5649  -0.1600   0.0032      2.8840      27.9120
 2013     33946.6111   1664328788.6397  -0.1600   0.0032      5.4780      27.2984
 2014     33948.7065   1664328790.7351  -0.0992   0.0032      3.3720      27.9360
 2015     33966.8289   1664328808.8575  -0.1600   0.0032      0.6060      27.3696
 2016     33989.6080   1664328831.6366  -0.0552   0.0032      0.8400      28.3416
 2017     33993.3370   1664328835.3656  -0.1592   0.0032      2.6940      28.0008
 2018     34015.7240   1664328857.7526  -0.0736   0.0032      0.9300      27.5400
 2019     34039.7313   1664328881.7599  -0.0672   0.0032      2.4060      28.5096
 2020     34051.3624   1664328893.3910  -0.1560   0.0032      1.0860      28.0496
 2021     34051.6123   1664328893.6409  -0.1024   0.0032      1.4080      28.0304
 2022     34053.3016   1664328895.3302  -0.0848   0.0032      1.0700      28.7672
 2023     34100.8237   1664328942.8523  -0.1096   0.0032      0.6140      28.2800
 2024     34112.8549   1664328954.8835  -0.1464   0.0032      2.1600      27.9760
 2025     34159.7821   1664329001.8107  -0.0816   0.0032      4.1140      28.5736
 2026     34175.0591   1664329017.0877  -0.1328   0.0032      1.9240      27.5392
 2027     34175.7486   1664329017.7772  -0.1400   0.0032      5.8040      27.1144
 2028     34187.9909   1664329030.0195  -0.1600   0.0032      4.4480      27.2824
 2029     34248.6944   1664329090.7231  -0.0872   0.0032      1.8720      27.1840
 2030     34251.3942   1664329093.4229  -0.1184   0.0032      4.9020      27.5160
 2031     34264.2350   1664329106.2637  -0.1600   0.0040      1.0160      27.1936
 2032     34273.2245   1664329115.2531  -0.1016   0.0032      1.2760      27.2792
 2033     34281.6175   1664329123.6461  -0.1000   0.0032      1.0780      27.1104
 2034     34284.7414   1664329126.7700  -0.1600   0.0032      9.9500      27.4776
 2035     34308.5190   1664329150.5477  -0.1248   0.0032      2.3480      28.5888
 2036     34316.1041   1664329158.1327  -0.1352   0.0032      3.4580      27.9016
 2037     34325.4968   1664329167.5254  -0.1592   0.0032      4.1980      27.3816
 2038     34329.8314   1664329171.8600  -0.1248   0.0032      2.6920      27.2120
 2039     34344.4908   1664329186.5194  -0.1424   0.0032      5.4240      28.0360
 2040     34352.2738   1664329194.3025  -0.1600   0.0032      1.3360      27.9320
 2041     34352.7136   1664329194.7422  -0.1080   0.0032      2.2280      27.3456
 2042     34401.8387   1664329243.8673  -0.1512   0.0032      5.5160      27.0160
 2043     34403.5378   1664329245.5664  -0.1432   0.0032      0.6400      26.9096
 2044     34414.9783   1664329257.0069  -0.0456   0.0032      7.2180      28.5768
 2045     34438.9831   1664329281.0117  -0.0416   0.0032      1.5540      28.0848
 2046     34467.0366   1664329309.0652  -0.1600   0.0032      1.5000      27.3200
 2047     34470.7501   1664329312.7787  -0.0400   0.0024      7.9000      28.5552
 2048     34492.9063   1664329334.9349  -0.0920   0.0032      0.8400      27.1904
 2049     34496.0256   1664329338.0542  -0.0920   0.0032      1.4400      27.9264
 2050     34516.3734   1664329358.4020  -0.1120   0.0032      4.2280      27.1808
 2051     34525.7666   1664329367.7952  -0.1432   0.0032      0.8160      27.0160
 2052     34529.3059   1664329371.3345  -0.0616   0.0032      0.8900      27.5232
